Name,Period,phi31_V,[Fe/H]_V
3361958085570023040,0.5328053,5.19363,-0.94
3850016041413970688,0.4873585,4.95121,-0.94
3957925514178507136,0.4834301,4.93643,-0.94
4464755569486077696,0.4416524,4.70886,-0.94
4550498544237216896,0.4547953,4.77785,-0.94
1507677973533087744,0.4588012,4.80932,-0.93
1786853940148941056,0.4583257,4.8082,-0.93
3264911134851481216,0.4601161,4.81665,-0.93
626734207792097152,0.4647711,4.84703,-0.92
841203468437919872,0.5349395,5.21912,-0.92
1299130545075970176,0.5760334,5.43997,-0.92
1518626498004294400,0.6179061,5.66325,-0.92
2690044296451789952,0.5106864,5.09621,-0.92
3693185551119792256,0.5738182,5.43112,-0.92
1234282826737163264,0.4565099,4.80792,-0.91
385851860351256192,0.6432868,5.81324,-0.9
1059744598597646976,0.4575817,4.82039,-0.9
1411345391840760320,0.6097089,5.63591,-0.9
2666553745919648384,0.5485135,5.30691,-0.9
768364499589240064,0.6104752,5.64465,-0.89
993731294857495168,0.6403079,5.80316,-0.89
1013692481781238784,0.4574455,4.82843,-0.89
1215328826822598784,0.5541826,5.34668,-0.89
1337395748745748224,0.453963,4.81089,-0.89
1338388092349825280,0.440332,4.74148,-0.89
1460036134700711040,0.6213527,5.70608,-0.89
3090871397797047296,0.5017524,5.06749,-0.89
4373618253251730432,0.5468114,5.30433,-0.89
1947315224001988096,0.5031634,5.07983,-0.88
2336550174250087936,0.4933578,5.02642,-0.88
2803910579617122560,0.5329746,5.24203,-0.88
4410058473777585024,0.4875644,4.99953,-0.88
2682562459126547456,0.5855869,5.52742,-0.87
4013131374533703680,0.6526645,5.88936,-0.87
5911972631268753792,0.6302321,5.76642,-0.87
303620519579442816,0.4669146,4.90418,-0.86
1563847899426765952,0.4503709,4.81667,-0.86
360727710417107328,0.5194509,5.19153,-0.85
1232837484342871552,0.5560098,5.38632,-0.85
1300357084657241088,0.538444,5.29122,-0.85
2666679743080337920,0.4620326,4.88094,-0.85
3683135052768556160,0.6370377,5.81331,-0.85
936666744453038592,0.458304,4.87036,-0.84
1085933866060657536,0.5214406,5.20624,-0.84
1192860753389427456,0.6033247,5.64372,-0.84
1323572448042850560,0.4629544,4.89178,-0.84
1452673392524942080,0.5196598,5.19759,-0.84
1897480340506625408,0.479392,4.98148,-0.84
2679035023961140608,0.5053471,5.12233,-0.84
6771307454464848768,0.4774863,4.97261,-0.84
67547058041137792,0.5948435,5.60831,-0.83
2256739953788809600,0.4667606,4.9246,-0.83
4000143805747431808,0.4932921,5.06471,-0.83
395870679030956672,0.4539136,4.8631,-0.82
992946862028989440,0.4976307,5.0963,-0.82
1163690950418981248,0.5524448,5.38293,-0.82
3615084457059203456,0.466747,4.9321,-0.82
3869220828764056064,0.5910645,5.59412,-0.82
4553443379973351296,0.4360539,4.76414,-0.82
806723402267841536,0.6455332,5.88687,-0.81
1504755093669017216,0.483937,5.02868,-0.81
3863758729875450624,0.4556987,4.87946,-0.81
3959667827791428224,0.6284021,5.79942,-0.81
4416501989871671424,0.4734976,4.97163,-0.81
973983030933843456,0.5354708,5.31105,-0.8
2618831608379664640,0.5255468,5.2576,-0.8
4380846202174017920,0.4868896,5.05136,-0.8
4450908079528728448,0.547828,5.37662,-0.8
6483680332235888896,0.4796029,5.01456,-0.8
625289896189695616,0.4456862,4.83491,-0.79
1181744244152149248,0.4348678,4.77999,-0.79
1477234833020714112,0.6947537,6.16856,-0.79
2591096118331380096,0.465186,4.93813,-0.79
2877713167329075328,0.666172,6.02218,-0.78
3905521656127998848,0.639777,5.8801,-0.78
4383834915295778688,0.6193746,5.77424,-0.78
4439524212872324736,0.642046,5.89399,-0.78
744128819476073344,0.5010495,5.14529,-0.77
744372945417155968,0.45947,4.92163,-0.77
1181628314394824448,0.61563,5.75901,-0.77
1200982330385261568,0.5000974,5.13877,-0.77
2744644222821280128,0.4895259,5.08465,-0.77
4055098870077726976,0.4273037,4.75448,-0.77
4473829735871817216,0.7214449,6.3215,-0.77
1343504910227526144,0.4582088,4.92664,-0.76
1453309322561517824,0.5015649,5.15452,-0.76
1511084535434223104,0.5294673,5.3035,-0.76
4539703813953248128,0.5482853,5.40505,-0.76
972055522626653696,0.5797908,5.584,-0.75
2142052889490819328,0.4665961,4.98031,-0.75
2682199963886585344,0.5003156,5.15902,-0.75
3737667393532367616,0.4593809,4.94173,-0.75
3958203724980283264,0.5231641,5.28062,-0.75
5764606462177981568,0.6126009,5.7551,-0.75
797848488004938880,0.6370847,5.89329,-0.74
612354519846864384,0.4959424,5.14707,-0.73
4020437629300461056,0.4558493,4.93391,-0.73
4469194332290586880,0.6446158,5.94404,-0.73
580348453620559360,0.4968382,5.16694,-0.71
994299119597106176,0.6202928,5.82802,-0.71
627485346032381184,0.5062798,5.22124,-0.7
623746211929077888,0.5478079,5.45468,-0.69
5947570591534602240,0.4518737,4.94085,-0.69
6655334335221673856,0.4419355,4.89027,-0.69
383323735225390848,0.4783704,5.0871,-0.68
1810769623726355584,0.422691,4.79242,-0.68
2073691475601022336,0.5236456,5.32753,-0.68
4527246587731083008,0.528122,5.35672,-0.68
1306616432555191936,0.7174093,6.37322,-0.67
970094681077413632,0.5237566,5.3443,-0.66
630369880428308224,0.6543457,6.04942,-0.65
3283550777520848256,0.4270513,4.83584,-0.65
3746700942411152640,0.5902993,5.71215,-0.64
4344296958198114688,0.4490015,4.96378,-0.64
642223848430784128,0.4991358,5.23462,-0.63
2110392142931456000,0.5063841,5.27525,-0.63
1228171290138565120,0.5866762,5.70724,-0.62
4427501057519296128,0.5386003,5.45472,-0.62
4033526284436760064,0.6887515,6.25998,-0.61
237169438415139200,0.5697232,5.63633,-0.6
689686230645254912,0.5457739,5.5153,-0.59
2127818405800967936,0.5485838,5.5291,-0.59
2688734709383609344,0.4634021,5.07688,-0.58
1505695657146947072,0.6150432,5.90038,-0.56
3122295611918488192,0.4883197,5.22996,-0.56
2438710609949867776,0.4818661,5.2109,-0.53
3984457275216561408,0.5013053,5.31818,-0.53
317254635562605184,0.3987236,4.77366,-0.52
3464204523694392192,0.4164608,4.87382,-0.52
224476882342567936,0.5700227,5.70112,-0.51
3435443464177079296,0.4892641,5.26464,-0.51
3698725337376560512,0.4756114,5.19645,-0.51
150710990829979776,0.4451554,5.05059,-0.48
1593872160367362688,0.5160352,5.43201,-0.48
2036127829070951936,0.4468546,5.0624,-0.48
1927763776953217664,0.4728134,5.20506,-0.47
349612816093349120,0.4847225,5.27801,-0.46
869311143173059456,0.5231076,5.48229,-0.46
3652665558338018048,0.410808,4.89852,-0.44
203517338858689152,0.4609397,5.17374,-0.43
289277111221429376,0.4506679,5.11635,-0.43
1398766021041835648,0.4699949,5.21852,-0.43
2254366868398077312,0.4764972,5.25332,-0.43
3344969664550721024,0.5554011,5.67563,-0.43
4358763267044361472,0.5034781,5.39591,-0.43
457470440019371392,0.469232,5.22103,-0.42
1212106604918313728,0.4377987,5.05188,-0.42
3904070644375768064,0.629154,6.07677,-0.42
3160394544516695296,0.5235207,5.52277,-0.41
3251423563153021184,0.6403406,6.14277,-0.41
216914956762173056,0.3987289,4.87323,-0.38
6565527904791301504,0.5524347,5.69823,-0.38
345032559889364736,0.495165,5.40697,-0.36
620364805651730176,0.4856451,5.35372,-0.36
1461194435841276288,0.6485483,6.23079,-0.35
1383422714233536000,0.4927155,5.40767,-0.34
4420058532029510400,0.4561476,5.20973,-0.34
4784552718312266624,0.4403805,5.12214,-0.34
968527975790808448,0.5027982,5.46399,-0.33
3439578864846787840,0.527619,5.61251,-0.31
2092346717582126080,0.4174468,5.03945,-0.29
3412159656189990272,0.423571,5.07562,-0.28
3411754176917523456,0.550311,5.76263,-0.27
1544865617151308672,0.4701859,5.345,-0.25
4391493838417783552,0.4109152,5.02797,-0.25
3401604585081522048,0.4398609,5.20074,-0.23
4406651602639288704,0.6245958,6.18922,-0.23
2464743815480510592,0.4582827,5.30774,-0.22
4427066402532783744,0.5752012,5.92689,-0.22
5489248167437670272,0.4413329,5.21963,-0.21
1546016672688675200,0.5995825,6.07107,-0.2
3546458301374134528,0.4120107,5.07273,-0.2
4432110038465080320,0.62167,6.19403,-0.2
5510293236607430656,0.3907454,4.97474,-0.18
4596935593202765184,0.3996004,5.03381,-0.16
1191510003353849472,0.5220714,5.69633,-0.15
3161357716702696448,0.433271,5.22272,-0.15
346052906680064896,0.5068473,5.62115,-0.14
144809087288307584,0.3906014,5.03137,-0.1
886793515494085248,0.3972826,5.06933,-0.09
182142003881848832,0.4560923,5.39841,-0.07
6735230515154698880,0.3675673,4.94379,-0.05
243536332293498624,0.3839999,5.03803,-0.04
694936123790266368,0.4362819,5.32617,-0.02
6654418167157184000,0.4075039,5.17886,-0.01
2104438871583819904,0.4881529,5.62005,0
4224859720193721856,0.3617874,4.95203,0.01
4473628559603349888,0.3806846,5.05419,0.01
1397846073407057792,0.6338983,6.41817,0.03
2127827579851196800,0.4337712,5.34745,0.03
1942612269171910400,0.4536336,5.47127,0.05
3236890901356465408,0.5030071,5.79478,0.14
4542766121337536896,0.3785182,5.12963,0.14
6910611591970329216,0.4063639,5.29151,0.15
182798760218822272,0.4172846,5.3533,0.16
932265021450529920,0.5000139,5.7963,0.16
234108363683247616,0.4255558,5.42001,0.19
1853751148171392256,0.4198659,5.39067,0.19
4392082867412265472,0.3650975,5.09696,0.19
3407338675658659072,0.4633508,5.62836,0.2
680218817055329920,0.3673333,5.14585,0.24
1760981190300823808,0.4726288,5.74564,0.3
2690019729238854272,0.5347795,6.07765,0.3
1793460115244988800,0.3903863,5.32623,0.33
4538111343165089280,0.3726232,5.26253,0.37
5815008831122635520,0.3740349,5.2979,0.41
4352084489819078784,0.3970254,5.42569,0.42
717128151089339904,0.5898462,6.49398,0.47
2857456211775108480,0.4422577,5.7158,0.49
1178435848023738624,0.6121154,6.64057,0.51
